,Song,Artist,Tempo,Valence,Loudness,Energy,Key,Rank
3383,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,32
3384,Motivation,Normani,170.918,0.881,-3.967,0.887,4,33
3385,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,34
3386,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,35
3387,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,36
3388,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,37
3389,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,38
3390,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,39
3391,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,40
3392,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,41
3393,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,42
3394,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,43
3395,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,44
3396,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,45
3397,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,46
3398,Slide Away,Miley Cyrus,148.051,0.288,-6.672,0.538,5,47
3399,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,48
3400,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,49
3401,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,50
3402,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,51
3403,Clout,Offset Featuring Cardi B,140.022,0.424,-7.384,0.622,1,52
3404,Queen Of Mean,Sarah Jeffery,173.702,0.343,-6.52,0.787,8,53
3405,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,54
3406,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,56
3407,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,57
3408,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,58
3409,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,59
3410,Just How It Is,Young Thug,82.766,0.627,-10.617,0.539,7,60
3411,Surf,Young Thug Featuring Gunna,140.987,0.596,-8.053,0.561,0,61
3412,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,62
3413,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,63
3414,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,64
3415,Never Really Over,Katy Perry,99.991,0.385,-4.792,0.882,8,65
3416,Raised On Country,Chris Young,148.095,0.79,-3.224,0.794,2,66
3417,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,67
3418,Press,Cardi B,133.983,0.243,-5.665,0.525,1,68
3419,Time,NF,98.049,0.198,-4.058,0.688,0,69
3420,Sup Mate,Young Thug Featuring Future,147.043,0.521,-7.951,0.552,1,70
3421,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,71
3422,Hate Me,Ellie Goulding & Juice WRLD,75.025,0.759,-4.628,0.768,8,72
3423,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,73
3424,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,74
3425,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,76
3426,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,77
3427,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,111.004,0.255,-6.414,0.555,11,78
3428,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,79
3429,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,80
3430,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,81
3431,Light It Up,Young Thug,138.039,0.351,-8.546,0.515,10,82
3432,Juicy,Doja Cat & Tyga,170.037,0.458,-2.61,0.658,0,83
3433,Lil Baby,Young Thug,111.959,0.892,-8.888,0.596,6,84
3434,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,85
3435,Earfquake,"Tyler, The Creator",79.635,0.413,-8.866,0.498,9,86
3436,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,87
3437,Buy My Own Drinks,Runaway June,155.963,0.962,-4.406,0.9,5,88
3438,Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,124.063,0.833,-7.172,0.629,9,89
3439,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,138.165,0.478,-5.304,0.775,11,90
3440,Some Of It,Eric Church,79.843,0.824,-7.306,0.736,0,91
3441,Ecstasy,Young Thug Featuring Machine Gun Kelly,162.966,0.603,-6.557,0.691,1,92
3442,What If I Never Get Over You,Lady Antebellum,93.029,0.34,-5.147,0.724,0,93
3443,Uno,Ambjaay,110.002,0.196,-8.159,0.477,8,94
3444,Daddy,Blueface & Rich The Kid,107.934,0.479,-8.214,0.59,11,95
3445,We Were,Keith Urban,79.312,0.633,-6.162,0.803,5,96
3446,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,97
3447,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,100.1,0.351,-8.144,0.511,3,98
3448,Every Little Thing,Russell Dickerson,93.869,0.859,-4.664,0.854,1,99
3449,Did It Again,Lil Tecca,148.775,0.186,-9.929,0.561,10,100
3450,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,1
3451,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
3452,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,3
3453,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,4
3454,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,5
3455,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,6
3456,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,7
3457,Talk,Khalid,135.984,0.346,-8.575,0.4,0,8
3458,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,9
3459,Lover,Taylor Swift,68.534,0.453,-7.582,0.543,7,10
3460,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,11
3461,Goodbyes,Post Malone Featuring Young Thug,150.068,0.163,-3.875,0.653,5,12
3462,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,13
3463,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,14
3464,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,15
3465,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,16
3466,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,17
3467,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,18
3468,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,19
3469,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,20
3470,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,21
3471,Boyfriend,Ariana Grande & Social House,190.097,0.702,-3.731,0.795,10,22
3472,The Man,Taylor Swift,110.048,0.633,-5.191,0.658,0,23
3473,Baby,Lil Baby & DaBaby,112.511,0.389,-6.903,0.662,1,24
3474,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,25
3475,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,26
3476,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,27
3477,I Forgot That You Existed,Taylor Swift,92.875,0.541,-10.345,0.316,5,28
3478,Cruel Summer,Taylor Swift,169.994,0.564,-5.707,0.702,9,29
3479,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,30
3480,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",98.985,0.57,-4.568,0.814,0,31
3481,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,32
3482,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,33
3483,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,34
3484,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,35
3485,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,36
3486,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,37
3487,The Archer,Taylor Swift,124.344,0.166,-9.375,0.574,0,38
3488,Hot,Young Thug Featuring Gunna,111.997,0.559,-8.044,0.651,0,39
3489,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,40
3490,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,41
3491,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,42
3492,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,43
3493,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,44
3494,Paper Rings,Taylor Swift,103.979,0.865,-6.553,0.719,9,45
3495,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,46
3496,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,47
3497,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,48
3498,Miss Americana & The Heartbreak Prince,Taylor Swift,150.088,0.487,-6.926,0.747,11,49
3499,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,50
3500,I Think He Knows,Taylor Swift,100.003,0.416,-8.029,0.366,0,51
3501,Good As Hell,Lizzo,95.982,0.535,-3.18,0.919,0,52
3502,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,53
3503,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,54
3504,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,55
3505,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,56
3506,Cornelia Street,Taylor Swift,102.012,0.248,-9.728,0.624,0,57
3507,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,58
3508,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,59
3509,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,60
3510,Queen Of Mean,Sarah Jeffery,173.702,0.343,-6.52,0.787,8,61
3511,London Boy,Taylor Swift,157.925,0.557,-6.639,0.71,1,62
3512,Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,207.476,0.421,-12.566,0.182,0,63
3513,Slide Away,Miley Cyrus,148.051,0.288,-6.672,0.538,5,64
3514,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,65
3515,Motivation,Normani,170.918,0.881,-3.967,0.887,4,66
3516,Death By A Thousand Cuts,Taylor Swift,94.071,0.313,-6.754,0.732,4,67
3517,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,68
3518,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,69
3519,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,70
3520,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,71
3521,Time,NF,98.049,0.198,-4.058,0.688,0,72
3522,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,73
3523,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,74
3524,Afterglow,Taylor Swift,111.011,0.399,-8.746,0.449,9,75
3525,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,76
3526,False God,Taylor Swift,79.97,0.351,-10.862,0.32,11,77
3527,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,78
3528,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,79
3529,Hate Me,Ellie Goulding & Juice WRLD,75.025,0.759,-4.628,0.768,8,80
3530,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,81
3531,Juice,Lizzo,119.93,0.843,-2.988,0.889,7,82
3532,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,83
3533,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,84
3534,Press,Cardi B,133.983,0.243,-5.665,0.525,1,85
3535,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,86
3536,Playing Games,Summer Walker,115.918,0.459,-6.606,0.408,11,87
3537,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,88
3538,Daylight,Taylor Swift,149.983,0.265,-9.602,0.496,0,89
3539,Raised On Country,Chris Young,148.095,0.79,-3.224,0.794,2,90
3540,One Man Band,Old Dominion,75.991,0.478,-8.331,0.358,6,91
3541,It's Nice To Have A Friend,Taylor Swift,70.008,0.545,-9.912,0.175,10,92
3542,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,93
3543,Never Really Over,Katy Perry,99.991,0.385,-4.792,0.882,8,94
3544,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",99.978,0.312,-8.054,0.525,2,95
3545,Earfquake,"Tyler, The Creator",79.635,0.413,-8.866,0.498,9,96
3546,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,97
3547,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,98
3548,Did It Again,Lil Tecca,148.775,0.186,-9.929,0.561,10,99
3549,Buy My Own Drinks,Runaway June,155.963,0.962,-4.406,0.9,5,100
3550,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,1
3551,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
3552,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,3
3553,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,4
3554,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,5
3555,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,6
3556,Circles,Post Malone,120.042,0.553,-3.497,0.762,0,7
3557,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,8
3558,Talk,Khalid,135.984,0.346,-8.575,0.4,0,9
3559,Goodbyes,Post Malone Featuring Young Thug,150.068,0.163,-3.875,0.653,5,10
3560,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,11
3561,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,12
3562,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,13
3563,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,14
3564,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,15
3565,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,16
3566,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,17
3567,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,18
3568,Boyfriend,Ariana Grande & Social House,190.097,0.702,-3.731,0.795,10,19
3569,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,20
3570,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",98.985,0.57,-4.568,0.814,0,21
3571,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,22
3572,Lover,Taylor Swift,68.534,0.453,-7.582,0.543,7,23
3573,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,24
3574,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,25
3575,Baby,Lil Baby & DaBaby,112.511,0.389,-6.903,0.662,1,26
3576,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,27
3577,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,28
3578,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,29
3579,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,30
3580,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,31
3581,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,32
3582,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,33
3583,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,34
3584,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,35
3585,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,36
3586,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,37
3587,Hot,Young Thug Featuring Gunna,111.997,0.559,-8.044,0.651,0,38
3588,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,39
3589,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,40
3590,Good As Hell,Lizzo,95.982,0.535,-3.18,0.919,0,41
3591,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,42
3592,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,43
3593,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,44
3594,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,45
3595,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,46
3596,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,47
3597,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,48
3598,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,49
3599,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,50
3600,Motivation,Normani,170.918,0.881,-3.967,0.887,4,51
3601,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,52
3602,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,53
3603,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,54
3604,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,55
3605,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,56
3606,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,57
3607,Queen Of Mean,Sarah Jeffery,173.702,0.343,-6.52,0.787,8,58
3608,Doin' Time,Lana Del Rey,144.979,0.496,-11.196,0.538,7,59
3609,Time,NF,98.049,0.198,-4.058,0.688,0,60
3610,The Man,Taylor Swift,110.048,0.633,-5.191,0.658,0,61
3611,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,62
3612,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,63
3613,Did It Again,Lil Tecca,148.775,0.186,-9.929,0.561,10,64
3614,Prayed For You,Matt Stell,140.032,0.57,-5.86,0.698,9,65
3615,Southbound,Carrie Underwood,100.531,0.721,-4.019,0.884,0,66
3616,Slide Away,Miley Cyrus,148.051,0.288,-6.672,0.538,5,67
3617,F.N,Lil Tjay,120.1,0.321,-10.265,0.515,6,68
3618,Babushka Boi,A$AP Rocky,134.979,0.905,-5.446,0.743,10,69
3619,Ballin',Mustard Featuring Roddy Ricch,97.008,0.244,-6.678,0.545,7,70
3620,Cruel Summer,Taylor Swift,169.994,0.564,-5.707,0.702,9,71
3621,Hate Me,Ellie Goulding & Juice WRLD,75.025,0.759,-4.628,0.768,8,72
3622,Right Back,Khalid Featuring A Boogie Wit da Hoodie,97.001,0.556,-10.011,0.428,5,73
3623,I Forgot That You Existed,Taylor Swift,92.875,0.541,-10.345,0.316,5,74
3624,Love You Too Late,Cole Swindell,113.95,0.593,-4.45,0.797,9,75
3625,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,76
3626,Heat,Chris Brown Featuring Gunna,82.43,0.483,-5.83,0.613,0,77
3627,Press,Cardi B,133.983,0.243,-5.665,0.525,1,78
3628,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",91.984,0.577,-3.855,0.79,10,79
3629,Out Of Luck,Lil Tecca,152.068,0.337,-8.271,0.624,8,80
3630,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",99.978,0.312,-8.054,0.525,2,81
3631,One Man Band,Old Dominion,75.991,0.478,-8.331,0.358,6,82
3632,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,83
3633,Shots,Lil Tecca,108.028,0.51,-5.721,0.582,7,84
3634,Tip Of My Tongue,Kenny Chesney,95.001,0.491,-5.003,0.559,5,85
3635,Juice,Lizzo,119.93,0.843,-2.988,0.889,7,86
3636,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,87
3637,Baby Sitter,DaBaby Featuring Offset,92.506,0.394,-5.803,0.73,1,88
3638,Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,184.026,0.265,-4.673,0.687,2,89
3639,Good Vibes,Chris Janson,92.004,0.736,-2.771,0.846,0,90
3640,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,138.165,0.478,-5.304,0.775,11,91
3641,Buy My Own Drinks,Runaway June,155.963,0.962,-4.406,0.9,5,92
3642,Higher Love,Kygo X Whitney Houston,103.952,0.404,-7.159,0.678,8,93
3643,God Only Knows,for KING & COUNTRY,143.839,0.263,-7.952,0.417,2,94
3644,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,95
3645,The Bones,Maren Morris,77.004,0.335,-6.642,0.57,11,96
3646,Love Me,Lil Tecca,204.132,0.803,-6.897,0.538,11,97
3647,La Cancion,J Balvin & Bad Bunny,176.089,0.429,-5.795,0.646,7,98
3648,We Were,Keith Urban,79.312,0.633,-6.162,0.803,5,99
3649,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,100
3650,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,1
3651,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
3652,Goodbyes,Post Malone Featuring Young Thug,150.068,0.163,-3.875,0.653,5,3
3653,Circles,Post Malone,120.042,0.553,-3.497,0.762,0,4
3654,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,5
3655,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,6
3656,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,7
3657,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,139.919,0.272,-2.665,0.8,1,8
3658,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,9
3659,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,10
3660,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,11
3661,Talk,Khalid,135.984,0.346,-8.575,0.4,0,12
3662,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,13
3663,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,14
3664,Enemies,Post Malone Featuring DaBaby,76.388,0.667,-4.169,0.674,6,16
3665,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,17
3666,Saint-Tropez,Post Malone,132.113,0.295,-3.618,0.684,0,18
3667,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,19
3668,Die For Me,Post Malone Featuring Future & Halsey,145.01,0.452,-2.848,0.66,0,20
3669,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,21
3670,On The Road,Post Malone Featuring Meek Mill & Lil Baby,112.93,0.21,-5.046,0.737,7,22
3671,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,23
3672,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,24
3673,Boyfriend,Ariana Grande & Social House,190.097,0.702,-3.731,0.795,10,25
3674,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,26
3675,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,27
3676,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",98.985,0.57,-4.568,0.814,0,28
3677,A Thousand Bad Times,Post Malone,159.0,0.317,-3.498,0.732,6,29
3678,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,30
3679,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,31
3680,Baby,Lil Baby & DaBaby,112.511,0.389,-6.903,0.662,1,32
3681,Staring At The Sun,Post Malone Featuring SZA,95.074,0.347,-4.389,0.772,6,34
3682,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,35
3683,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,36
3684,Allergic,Post Malone,144.968,0.57,-3.694,0.741,0,37
3685,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,38
3686,How Do You Sleep?,Sam Smith,110.567,0.345,-4.931,0.682,1,39
3687,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,40
3688,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,41
3689,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,42
3690,Hot,Young Thug Featuring Gunna,111.997,0.559,-8.044,0.651,0,43
3691,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,44
3692,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,45
3693,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,46
3694,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,47
3695,On Chill,Wale Featuring Jeremih,171.016,0.639,-6.017,0.733,1,48
3696,Lover,Taylor Swift,68.534,0.453,-7.582,0.543,7,49
3697,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,50
3698,Good As Hell,Lizzo,95.982,0.535,-3.18,0.919,0,51
3699,Myself,Post Malone,163.882,0.405,-4.234,0.701,0,52
3700,I Know,Post Malone,102.94,0.262,-5.671,0.603,1,53
3701,I Don't Know About You,Chris Lane,144.011,0.712,-5.733,0.81,1,54
3702,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,55
3703,Liar,Camila Cabello,98.016,0.652,-6.684,0.498,11,56
3704,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",105.027,0.609,-3.702,0.808,7,57
3705,Internet,Post Malone,74.013,0.201,-6.071,0.489,0,58
3706,Living,Dierks Bentley,83.005,0.444,-6.325,0.813,1,59
3707,Shameless,Camila Cabello,129.698,0.0851,-5.437,0.651,4,60
3708,Motivation,Normani,170.918,0.881,-3.967,0.887,4,61
3709,Bad Bad Bad,Young Thug Featuring Lil Baby,111.959,0.892,-8.888,0.596,6,62
3710,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,63
3711,Time,NF,98.049,0.198,-4.058,0.688,0,64
